% Model:              BrushLayer_exp_full_eq.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 24 2024, 15:38
% Table:              Conductivity - Conductivity
% w (rad/s)                                       conductivity (1)
0.01                                              0.9997079184521142+6.640430662889718E-10i
0.021544346900318832                              0.9997079184523034+1.4306374084705722E-9i
0.046415888336127774                              0.9997079184526466+3.0822147658091897E-9i
0.1                                               0.9997079184537072+6.6404294544323305E-9i
0.21544346900318834                               0.9997079184589436+1.430636198532876E-8i
0.46415888336127775                               0.9997079184833249+3.0822026690887464E-8i
1                                                 0.9997079185967993+6.640308601027208E-8i
2.154434690031882                                 0.9997079191218236+1.4305158463359002E-7i
4.6415888336127775                                0.999707921548372+3.081021309253983E-7i
10                                                0.9997079326295031+6.629320766429832E-7i
21.54434690031882                                 0.9997079818818984+1.4213961284661006E-6i
46.41588833612777                                 0.9997081907206701+3.0104004085701245E-6i
100                                               0.9997089483949265+6.144831113911236E-6i
215.44346900318823                                0.9997110864957577+1.1839312537681687E-5i
464.1588833612773                                 0.9997163786311016+2.1378873594209715E-5i
1000                                              0.999728070839674+3.5177929261288184E-5i
2154.4346900318824                                0.999749745090187+5.082641257122625E-5i
4641.588833612773                                 0.999781887798917+6.274169476167511E-5i
10000                                             0.9998194872501576+6.601281262943539E-5i
21544.346900318822                                0.9998552468367412+6.059796835699925E-5i
46415.888336127726                                0.9998845376338713+5.0186037365438404E-5i
100000                                            0.9999063965413261+3.8549298484440336E-5i
215443.46900318822                                0.99992183662852+2.7803112021564355E-5i
464158.8833612772                                 0.9999323183978724+1.8515614259820832E-5i
1000000                                           0.9999390438802453+1.0228619298430515E-5i
2154434.6900318777                                0.9999425164254327+1.7251041008089483E-6i
4641588.833612773                                 0.9999415010909243-8.553248626874333E-6i
10000000                                          0.999931855046091-1.8923136060619323E-5i
2.154434690031878E7                               0.9999156639852944-1.9990544919432507E-5i
4.641588833612773E7                               0.9999055589924452-1.3050977386897072E-5i
100000000                                         0.9999018558478471-7.271171520238396E-6i
2.1544346900318778E8                              0.9999004277851921-4.0734289233606165E-6i
4.641588833612773E8                               0.9998996437190595-2.4389067855943092E-6i
1000000000                                        0.999899045423465-1.5390362734098822E-6i
2.154434690031878E9                               0.9998986330869177-9.207274740070695E-7i
4.641588833612773E9                               0.9998984287924683-5.10693916468889E-7i
1.0E10                                            0.9998983395318495-2.7174441436265726E-7i
