% Model:              BrushLayer_exp_full_eq.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 19 2024, 14:33
% Dimension:          2
% Nodes:              159
% Expressions:        3
% Description:        , , 
% Length unit:        m
% R                       Z                        U0 (V)                   Cp0 (mol/m^3)            Cn0 (mol/m^3)
1.0004815247718116E-6     0                        -0.11742205395765122     104.28717231857738       0.009529279919395972
1.0006580838548092E-6     0                        -0.11289417378786143     86.99288221405976        0.011374104010874485
1.0008346429378068E-6     0                        -0.10871237418795873     73.14567155307927        0.013373614242113236
1.0010112020208044E-6     0                        -0.10487665515901141     62.74554034257777        0.01552781061380202
1.0E-6                    0                        -0.13231611074514926     189.0410551506451        0.00530807232284215
1.0001605082572707E-6     0                        -0.1268718654624833      152.61157059442613       0.006585256715952445
1.000321016514541E-6      0                        -0.12190717986660696     124.36027631676501       0.007992325914773736
1.0876102659514213E-6     0                        -8.98902932158319E-6     1.0003571489811052       0.9996440960266986
1.0906911147314432E-6     0                        -6.535726551814871E-6    1.000259990394759        0.9997412187822967
1.0906911164064896E-6     0                        -6.535725378883215E-6    1.0002599903483091       0.9997412188287323
1.0937719651344896E-6     0                        -4.674371309643475E-6    1.0001862822077703       0.9998149111149329
1.0962759494173612E-6     0                        -3.597609632777042E-6    1.000143650482987        0.999857544669923
1.0792079465284584E-6     0                        -2.1696621918958607E-5   1.0008606239571147       0.999141177181517
1.0820087182817514E-6     0                        -1.6232928918201318E-5   1.000644117602227        0.9993573823467372
1.0848094913790595E-6     0                        -1.1997064166330041E-5   1.0004762925883062       0.9995250219836598
1.087610264476585E-6      0                        -8.98903058228213E-6     1.0003571490310263       0.999644095976783
1.0715694743257007E-6     0                        -4.8318903291111655E-5   1.001916351532986        0.9980883940245349
1.074115630578375E-6      0                        -3.710124765237365E-5    1.001471373932549        0.9985318779654674
1.0766617879426615E-6     0                        -2.8227152914045703E-5   1.0011194647029529       0.9988828057218796
1.0646254086867764E-6     0                        -1.0004413077783849E-4   1.003970955391732        0.9960460998065305
1.0669400962841398E-6     0                        -7.865539731817246E-5    1.0031208848037019       0.9968901472044847
1.0692547847997638E-6     0                        -6.141365332103269E-5    1.0024360167909434       0.9975709120029165
1.0583126217422544E-6     0                        -1.9387877333791674E-4   1.0077093377300992       0.9923518827514918
1.0604168832738423E-6     0                        -1.5575101334731783E-4   1.0061887724773855       0.9938514534819627
1.0625211455630107E-6     0                        -1.244727969470832E-4    1.0049426449424885       0.9950828592535529
1.0525737245199233E-6     0                        -3.537980801629461E-4    1.014113292873879        0.9860875831803453
1.0544866896150435E-6     0                        -2.8986590893668556E-4   1.0115486336945634       0.9885875711937875
1.0563996553343638E-6     0                        -2.3655947027488878E-4   1.0094139818561485       0.9906756711689506
1.0473565452268633E-6     0                        -6.112850110668747E-4    1.024511078683913        0.976084539016776
1.049095604459698E-6      0                        -5.098860564598567E-4    1.02040466565513         0.9800125798326826
1.050834664206136E-6      0                        -4.240570755298595E-4    1.0169387368881346       0.9833469280376359
1.0426136549604182E-6     0                        -0.0010049745616234043   1.0406173096644236       0.9609862600338741
1.0441946179456254E-6     0                        -8.520823981803779E-4    1.034334548039801        0.9668239311267469
1.045775581352828E-6      0                        -7.208525431368309E-4    1.0289658041730492       0.9718566909667247
1.0383019365363545E-6     0                        -0.0015792693357209269   1.0645703515487943       0.9393797897187887
1.039739175652386E-6      0                        -0.0013590844178209493   1.0553264431067702       0.9476096616306153
1.0411764151146156E-6     0                        -0.0011676528208032933   1.04734209556089         0.9548118186011609
1.0343821925144594E-6     0                        -0.002381997691865513    1.098982027102551        0.9099910521628752
1.0356887735611633E-6     0                        -0.0020778475552388014   1.085822462485679        0.9210233902993035
1.0369953548914182E-6     0                        -0.0018102714302629327   1.0743519036715241       0.9308196363568277
1.0308187888581758E-6     0                        -0.003461394935125708    1.1470197653223295       0.8719176653238276
1.0320065898364708E-6     0                        -0.003056825768894459    1.128787224960488        0.886008465716566
1.0331943910465949E-6     0                        -0.0026970266811828566   1.1127746452119833       0.8986995948594323
1.0275793309888134E-6     0                        -0.004862846069339495    1.212543930595262        0.8248515623812395
1.0286591500822416E-6     0                        -0.00434274176591977     1.1878235980006944       0.8420302920785403
1.0297389693648443E-6     0                        -0.0038755913811351402   1.165982209187527        0.8577189932312186
1.0246343692893824E-6     0                        -0.006625894538416411    1.3003245366955973       0.7692331017943913
1.0256160230291805E-6     0                        -0.005977448384813535    1.2673593062492077       0.7892604550709967
1.0265976769230178E-6     0                        -0.00538976555525723     1.2380991037772107       0.8077999420677326
1.0219571313807993E-6     0                        -0.008781978557494402    1.4163647684401026       0.7062867371710174
1.0228495438868984E-6     0                        -0.007995369450682783    1.3729303473052636       0.7286574454500541
1.0237419565181296E-6     0                        -0.007276674771546661    1.3342502695641123       0.749639567080883
1.0195232787366255E-6     0                        -0.011353217519336383    1.5683669866407721       0.6379169968589037
1.020334562845848E-6      0                        -0.010421899441400007    1.5115933079756414       0.6619109188079273
1.0211458470564503E-6     0                        -0.00956481978194653     1.4609259013542573       0.6847008322891428
1.0173106854692479E-6     0                        -0.014352374248439582    1.7663935424636306       0.5664832357434308
1.0180482165754935E-6     0                        -0.0132729588083097      1.6925120343659716       0.5912539084121551
1.0187857475435942E-6     0                        -0.012273240057950174    1.6265031927904676       0.6150651582663756
1.0152992369976693E-6     0                        -0.017783918924704593    2.0238039129665544       0.4945061400861401
1.0159697198215288E-6     0                        -0.016555697753736134    1.9277885053266905       0.5191855831241691
1.0166402026453884E-6     0                        -0.015411849528301217    1.8419850484941305       0.54317794834328
1.0134706474780523E-6     0                        -0.021645966123545385    2.3585976987707484       0.42437407829356505
1.0140801773179247E-6     0                        -0.020270163190388157    2.2336481699288577       0.44817014721673654
1.014689707157797E-6      0                        -0.01898281412409448     2.122050241329787        0.47154750114745286
1.0118082933693097E-6     0                        -0.025932785364425642    2.7953719391693705       0.3581086562340005
1.0123624114055572E-6     0                        -0.02441164715009887     2.632156911113688        0.3803766111362856
1.0129165294418048E-6     0                        -0.022982707403125444    2.486565497650585        0.40246508515588886
1.0102970623613619E-6     0                        -0.030637594871756352    3.368232205532377        0.2972234369751362
1.0108008060306777E-6     0                        -0.02897341178536582     3.153756292685867        0.3175033862454569
1.0113045496999938E-6     0                        -0.027405141949575756    2.9628028705690173       0.33779845933143593
1.0089232159905002E-6     0                        -0.03575542897174588     4.125221602688368        0.24268025900381385
1.0093811647807874E-6     0                        -0.033949548682975526    3.8410902643857567       0.26070200481228456
1.0098391135710746E-6     0                        -0.0322436039829657      3.588760465339255        0.27888306413574165
1.0076742647442624E-6     0                        -0.04128598949350022     5.135228922328357        0.19492505887716596
1.0080905818263418E-6     0                        -0.03933783823809708     4.754922192091294        0.21058844672332386
1.0085068989084208E-6     0                        -0.03749431806416705     4.4182530855521875       0.22650684676523056
1.0065388545204098E-6     0                        -0.047236530801871436    6.499064290786302        0.15397438134529168
1.0069173245950273E-6     0                        -0.04514260952343062     5.983530408365278        0.1673155955289119
1.0072957946696448E-6     0                        -0.043159095753960854    5.528918618889095        0.18096582137260608
1.0055066634078164E-6     0                        -0.05362497928089775     8.36777321522549         0.11952375699558108
1.0058507271120142E-6     0                        -0.051377747794178356    7.658076447232696        0.13067701878718996
1.006194790816212E-6      0                        -0.04924826496782238     7.035173472431962        0.14216056023687854
1.0045683078509134E-6     0                        -0.06048366696329781     10.974002000427967       0.09105562178985824
1.0048810930365478E-6     0                        -0.058070162889392284    9.978601729166078        0.10021705477018819
